slug,date,season,from_club,to_club,fee,market_value,kind
andy-lyons,2022-01-24,21/22,Bohemians,Shamrock Rovers,€35k,€100k,fee
andy-lyons,2018-07-01,18/19,Bohs Academy,Bohemians,-,-,
andy-spain,2026-07-01,26/27,Wayside Celtic,Armagh City,free transfer,-,free
andy-spain,2026-01-01,25/26,Longford Town,Wayside Celtic,free transfer,-,free
andy-spain,2025-01-24,24/25,Kerry FC,Longford Town,free transfer,-,free
andy-spain,2024-01-01,23/24,Treaty United,Kerry FC,free transfer,-,free
andy-spain,2023-01-09,22/23,Athlone Town,Treaty United,free transfer,-,free
andy-spain,2022-02-06,21/22,Cherry Orchard FC,Athlone Town,free transfer,-,free
andy-spain,2021-01-01,20/21,Pat's Academy,Cherry Orchard FC,free transfer,-,free
andy-spain,2020-08-01,20/21,Rovers Academy,Pat's Academy,free transfer,-,free
anselmo-garcia-macnulty,2026-07-01,26/27,PEC Zwolle,1.FC Magdeburg,free transfer,€1.50m,free
anselmo-garcia-macnulty,2023-07-26,23/24,Wolfsburg,PEC Zwolle,free transfer,€450k,free
anselmo-garcia-macnulty,2023-06-30,22/23,NAC Breda,Wolfsburg,End of loan,€400k,loan end
anselmo-garcia-macnulty,2022-07-19,22/23,Wolfsburg,NAC Breda,loan transfer,€300k,loan
anselmo-garcia-macnulty,2021-07-01,21/22,Wolfsburg U19,Wolfsburg,-,-,
anselmo-garcia-macnulty,2020-07-01,20/21,Wolfsburg U17,Wolfsburg U19,-,-,
anselmo-garcia-macnulty,2019-07-01,19/20,Real Betis Yth.,Wolfsburg U17,?,-,
anthony-breslin,2022-01-01,21/22,Bohemians,St. Pat's,free transfer,€100k,free
anthony-breslin,2020-01-01,19/20,Longford Town,Bohemians,free transfer,-,free
anthony-breslin,2019-01-01,18/19,Without Club,Longford Town,free transfer,-,free
anthony-breslin,2018-07-01,18/19,Wolves U23,Without Club,-,-,
anthony-breslin,2016-09-30,16/17,Tamworth,Wolves U23,End of loan,-,loan end
anthony-breslin,2016-08-05,16/17,Wolves U23,Tamworth,loan transfer,-,loan
anthony-breslin,2015-07-01,15/16,Wolves U18,Wolves U21,-,-,
anthony-breslin,2013-07-01,13/14,St. Kevins Boys,Wolves U18,free transfer,-,free
anthony-oconnor,2026-08-13,26/27,Harrogate Town,Galway United,free transfer,€100k,free
anthony-oconnor,2023-01-11,22/23,Morecambe FC,Harrogate Town,free transfer,€400k,free
anthony-oconnor,2021-07-01,21/22,Bradford,Morecambe FC,free transfer,€300k,free
anthony-oconnor,2018-07-01,18/19,Aberdeen FC,Bradford,free transfer,€300k,free
anthony-oconnor,2016-07-01,16/17,Burton Albion,Aberdeen FC,?,€100k,
anthony-oconnor,2015-07-20,15/16,Plymouth,Burton Albion,free transfer,-,free
anthony-oconnor,2015-02-02,14/15,Blackburn,Plymouth,?,-,
anthony-oconnor,2015-01-10,14/15,Plymouth,Blackburn,End of loan,-,loan end
anthony-oconnor,2014-08-04,14/15,Blackburn,Plymouth,loan transfer,-,loan
anthony-oconnor,2014-05-31,13/14,Torquay,Blackburn,End of loan,-,loan end
anthony-oconnor,2013-10-01,13/14,Blackburn,Torquay,loan transfer,-,loan
anthony-oconnor,2013-05-31,12/13,Burton Albion,Blackburn,End of loan,-,loan end
anthony-oconnor,2012-08-15,12/13,Blackburn,Burton Albion,loan transfer,-,loan
anthony-oconnor,2011-07-01,11/12,Blackburn U18,Blackburn,-,-,
aodh-dervin,2024-07-17,24/25,Galway United,Dundalk FC,?,€75k,
aodh-dervin,2023-07-06,23/24,Shelbourne,Galway United,free transfer,€75k,free
aodh-dervin,2023-06-10,22/23,Longford Town,Shelbourne,End of loan,€75k,loan end
aodh-dervin,2023-02-14,22/23,Shelbourne,Longford Town,loan transfer,€75k,loan
aodh-dervin,2022-01-01,21/22,Longford Town,Shelbourne,free transfer,€75k,free
aodh-dervin,2017-01-01,17/18,LTFC Academy,Longford Town,-,-,
aodhan-doherty,2026-07-25,26/27,Blackburn U21,Falkirk,loan transfer,€100k,loan
aodhan-doherty,2024-07-01,24/25,Linfield,Blackburn U21,€118k,€50k,fee
aodhan-doherty,2023-09-26,23/24,Linfield U18,Linfield,-,-,
aran-fitzpatrick,2026-08-01,26/27,Workington AFC,EFSC Titans,free transfer,-,free
aran-fitzpatrick,2025-08-22,25/26,Carlisle United,Workington AFC,free transfer,-,free
aran-fitzpatrick,2024-12-31,24/25,Workington AFC,Carlisle United,End of loan,-,loan end
aran-fitzpatrick,2024-09-10,24/25,Carlisle United,Workington AFC,loan transfer,-,loan
aran-fitzpatrick,2024-04-19,23/24,Carlisle U18,Carlisle United,-,-,
aran-fitzpatrick,2024-04-18,23/24,Workington AFC,Carlisle U18,End of loan,-,loan end
aran-fitzpatrick,2024-02-05,23/24,Carlisle U18,Workington AFC,loan transfer,-,loan
archie-quinn,2026-08-23,26/27,Rovers Academy,Shels Academy,free transfer,-,free
arlo-doherty,2026-01-01,25/26,Derry City,Waterford FC,free transfer,-,free
arlo-doherty,2025-01-01,24/25,Without Club,Derry City,-,-,
arlo-doherty,2024-07-01,24/25,Leicester U21,Without Club,-,-,
arlo-doherty,2022-07-01,22/23,Leicester U18,Leicester U21,-,-,
arlo-doherty,2020-07-01,20/21,Leicester Yth.,Leicester U18,-,-,
arlo-doherty,2019-07-01,19/20,Man City Youth,Leicester Yth.,free transfer,-,free
arlo-doherty,2018-07-01,18/19,Norwich Yth.,Man City Youth,free transfer,-,free
armstrong-oko-flex,2026-01-14,25/26,Botev Plovdiv,Levski Sofia,€300k,€600k,fee
armstrong-oko-flex,2025-08-25,25/26,FC Zürich,Botev Plovdiv,?,€400k,
armstrong-oko-flex,2023-08-14,23/24,West Ham U21,FC Zürich,free transfer,€500k,free
armstrong-oko-flex,2023-01-06,22/23,Swansea,West Ham U21,End of loan,€500k,loan end
armstrong-oko-flex,2022-08-30,22/23,West Ham U21,Swansea,loan transfer,-,loan
armstrong-oko-flex,2021-07-01,21/22,Celtic B,West Ham U23,free transfer,-,free
armstrong-oko-flex,2019-07-01,19/20,Celtic U18,Celtic B,-,-,
armstrong-oko-flex,2018-08-31,18/19,Arsenal Youth,Celtic U18,free transfer,-,free
baba-adeeko,2026-08-14,26/27,Wigan,Rochdale,?,€300k,
baba-adeeko,2023-07-01,23/24,Wigan U21,Wigan,-,-,
baba-adeeko,2021-07-01,21/22,Wigan U18,Wigan U23,-,-,
baba-adeeko,2019-07-01,19/20,Wigan Youth,Wigan U18,-,-,
barry-coffey,2026-01-23,25/26,Cobh Ramblers,Hartford,free transfer,-,free
barry-coffey,2025-01-21,24/25,Cork City,Cobh Ramblers,free transfer,€50k,free
barry-coffey,2022-07-04,22/23,Celtic B,Cork City,free transfer,-,free
barry-coffey,2022-06-09,21/22,Cork City,Celtic B,End of loan,-,loan end
barry-coffey,2021-07-28,21/22,Celtic B,Cork City,loan transfer,-,loan
barry-coffey,2021-05-31,20/21,Cliftonville,Celtic B,End of loan,-,loan end
barry-coffey,2021-01-30,20/21,Celtic B,Cliftonville,loan transfer,-,loan
barry-coffey,2018-07-01,18/19,Celtic U17,Celtic B,-,-,
barry-coffey,2017-07-01,17/18,Chelsea Youth,Celtic U17,?,-,
barry-cotter,2026-02-23,25/26,Barnsley,Derry City,free transfer,€275k,free
barry-cotter,2026-02-22,25/26,Notts County,Barnsley,End of loan,€275k,loan end
barry-cotter,2025-07-04,25/26,Barnsley,Notts County,loan transfer,€300k,loan
barry-cotter,2023-01-18,22/23,Shamrock Rovers,Barnsley,€20k,€150k,fee
barry-cotter,2022-11-30,22/23,St. Pat's,Shamrock Rovers,End of loan,€125k,loan end
barry-cotter,2022-07-20,22/23,Shamrock Rovers,St. Pat's,loan transfer,€125k,loan
barry-cotter,2021-08-31,21/22,Without Club,Shamrock Rovers,-,€100k,
barry-cotter,2021-03-22,20/21,Ipswich,Without Club,-,€100k,
barry-cotter,2021-01-08,20/21,Chelmsford,Ipswich,End of loan,€100k,loan end
barry-cotter,2020-10-16,20/21,Ipswich,Chelmsford,loan transfer,€100k,loan
barry-cotter,2019-12-03,19/20,Chelmsford,Ipswich,End of loan,€100k,loan end
barry-cotter,2019-09-26,19/20,Ipswich,Chelmsford,loan transfer,€100k,loan
barry-cotter,2018-01-31,17/18,Limerick FC,Ipswich,€80k,-,fee
barry-cotter,2017-07-01,17/18,LFC Academy,Limerick FC,-,-,
ben-mahon,2025-07-26,25/26,UCD,Shamrock Rovers,free transfer,-,free
ben-mahon,2025-04-21,24/25,UCD Academy,UCD,-,-,
ben-mccormack,2026-02-13,25/26,Waterford FC,Bray Wanderers,free transfer,€75k,free
ben-mccormack,2025-11-30,25/26,Wexford FC,Waterford FC,End of loan,€75k,loan end
ben-mccormack,2025-07-17,25/26,Waterford FC,Wexford FC,loan transfer,€75k,loan
ben-mccormack,2024-01-01,23/24,St. Pat's,Waterford FC,?,€75k,
ben-mccormack,2020-07-31,20/21,Pat's Academy,St. Pat's,-,-,
ben-quinn,2026-07-01,26/27,Portadown,Cliftonville,free transfer,€50k,free
ben-quinn,2025-09-29,25/26,Without Club,Portadown,-,€50k,
ben-quinn,2025-07-01,25/26,Mansfield Town,Without Club,-,€50k,
ben-quinn,2024-08-02,24/25,Celtic B,Mansfield Town,free transfer,-,free
ben-quinn,2022-07-01,22/23,Celtic U18,Celtic B,-,-,
ben-quinn,2020-01-01,19/20,Pat's Academy,Celtic U18,?,-,
ben-wilson,2026-08-17,26/27,Glenavon,Brentford B,?,-,
ben-wilson,2024-11-26,24/25,Glenavon U18,Glenavon,-,-,
billy-canny,2025-03-03,24/25,Pat's Academy,St. Pat's,-,-,
billy-hayes,2025-05-30,24/25,Pat's Academy,St. Pat's,-,-,
billy-oneill,2026-07-01,26/27,Bray Wanderers,Bristol U21,?,-,
billy-oneill,2023-10-20,23/24,Bray Academy,Bray Wanderers,-,-,
billy-regan,2026-07-16,26/27,Galway United,Treaty United,free transfer,-,free
billy-regan,2024-11-01,24/25,Galway Academy,Galway United,-,-,
bobby-amadasun,2026-07-01,26/27,Kerry FC,Treaty United,free transfer,-,free
bobby-amadasun,2024-02-01,23/24,LFC Academy,Kerry FC,free transfer,-,free
bobby-jones,2026-07-01,26/27,Chester,Darlington,free transfer,-,free
bobby-jones,2026-02-27,25/26,Boston Utd,Chester,free transfer,-,free
bobby-jones,2026-02-26,25/26,Chester,Boston Utd,End of loan,-,loan end
bobby-jones,2026-01-26,25/26,Boston Utd,Chester,loan transfer,-,loan
bobby-jones,2025-12-18,25/26,Spennymoor Town,Boston Utd,End of loan,-,loan end
bobby-jones,2025-10-21,25/26,Boston Utd,Spennymoor Town,loan transfer,-,loan
bobby-jones,2025-07-01,25/26,Curzon Ashton,Boston Utd,free transfer,-,free
bobby-jones,2024-07-01,24/25,Stockport,Curzon Ashton,free transfer,€50k,free
bobby-jones,2024-05-31,23/24,Marine FC,Stockport,End of loan,€50k,loan end
bobby-jones,2024-02-25,23/24,Stockport,Marine FC,loan transfer,€50k,loan
bobby-jones,2024-01-16,23/24,Brackley,Stockport,End of loan,€50k,loan end
bobby-jones,2023-12-16,23/24,Stockport,Brackley,loan transfer,€50k,loan
bobby-jones,2022-09-19,22/23,Without Club,Stockport,free transfer,-,free
bobby-jones,2022-07-01,22/23,Fylde,Without Club,-,-,
bobby-jones,2021-07-01,21/22,Wigan U23,Fylde,free transfer,-,free
bobby-jones,2020-07-01,20/21,Wigan U18,Wigan U23,-,-,
bobby-jones,2020-02-27,19/20,Farsley,Wigan U18,End of loan,-,loan end
bobby-jones,2020-02-11,19/20,Wigan U18,Farsley,loan transfer,-,loan
bobby-jones,2018-07-01,18/19,Boro Yth.,Wigan U18,?,-,
bobby-keohan,2025-02-21,24/25,WFC Academy,Waterford FC,-,-,
bobby-wales,2026-08-20,26/27,Swansea,Dundee FC,loan transfer,€350k,loan
bobby-wales,2026-06-30,25/26,Huddersfield,Swansea,End of loan,€350k,loan end
bobby-wales,2026-02-02,25/26,Swansea,Huddersfield,loan transfer,€400k,loan
bobby-wales,2025-07-01,25/26,Kilmarnock FC,Swansea,€300k,€600k,fee
bobby-wales,2024-05-31,23/24,Alloa Athletic,Kilmarnock FC,End of loan,€50k,loan end
bobby-wales,2023-09-29,23/24,Kilmarnock FC,Alloa Athletic,loan transfer,€50k,loan
bobby-wales,2023-07-01,23/24,Kilmarnock U18,Kilmarnock FC,-,-,
bobby-wales,2021-07-01,21/22,Kilmarnock FC U17,Kilmarnock U18,-,-,
bosun-lawal,2024-08-12,24/25,Celtic B,Stoke City,€2.34m,€300k,fee
bosun-lawal,2024-05-31,23/24,Fleetwood,Celtic B,End of loan,€300k,loan end
bosun-lawal,2023-08-17,23/24,Celtic B,Fleetwood,loan transfer,-,loan
bosun-lawal,2021-07-16,21/22,Watford U18,Celtic B,?,-,
bosun-lawal,2019-07-01,19/20,St. Kevins Boys,Watford U18,?,-,
brandon-kavanagh,2026-01-01,25/26,St. Pat's,Drogheda United,?,€200k,
brandon-kavanagh,2024-01-01,23/24,Derry City,St. Pat's,?,€125k,
brandon-kavanagh,2022-01-01,21/22,Shamrock Rovers,Derry City,€25k,-,fee
brandon-kavanagh,2021-11-30,21/22,Bray Wanderers,Shamrock Rovers,End of loan,-,loan end
brandon-kavanagh,2021-01-19,20/21,Shamrock Rovers,Bray Wanderers,loan transfer,-,loan
brandon-kavanagh,2019-01-01,18/19,Rovers Academy,Shamrock Rovers,-,-,
brandon-kavanagh,2018-01-01,17/18,Bohs Academy,Rovers Academy,free transfer,-,free
brandon-ly,2026-08-05,26/27,CAHN FC,XT Phu Tho,loan transfer,€25k,loan
brandon-ly,2025-07-23,25/26,Burnley U21,CAHN FC,free transfer,-,free
brandon-ly,2024-01-01,23/24,Sheff Utd U18,Burnley U21,?,-,
brandon-ly,2023-12-31,23/24,Burnley U21,Sheff Utd U18,End of loan,-,loan end
brandon-ly,2023-11-23,23/24,Sheff Utd U18,Burnley U21,loan transfer,-,loan
brandon-ly,2023-09-17,23/24,Hyde United,Sheff Utd U18,End of loan,-,loan end
brandon-ly,2023-09-01,23/24,Sheff Utd U18,Hyde United,loan transfer,-,loan
brian-maher,2022-01-01,21/22,Bray Wanderers,Derry City,free transfer,€50k,free
brian-maher,2020-07-27,20/21,St. Pat's,Bray Wanderers,free transfer,-,free
brian-maher,2020-06-30,19/20,Bray Wanderers,St. Pat's,End of loan,-,loan end
brian-maher,2020-02-21,19/20,St. Pat's,Bray Wanderers,loan transfer,-,loan
brian-maher,2018-01-01,17/18,Pat's Academy,St. Pat's,-,-,
brian-maher,2016-07-01,16/17,St. Kevins Boys,Pat's Academy,?,-,
bridel-bosakani,2026-07-03,26/27,Drogheda United,Finn Harps,loan transfer,€75k,loan
bridel-bosakani,2025-12-31,25/26,Glenavon,Drogheda United,End of loan,€50k,loan end
bridel-bosakani,2025-08-28,25/26,Drogheda United,Glenavon,loan transfer,€25k,loan
bridel-bosakani,2024-01-01,23/24,Sligo Rovers,Drogheda United,free transfer,-,free
bridel-bosakani,2023-08-11,23/24,Sligo Academy,Sligo Rovers,-,-,
brody-lee,2025-07-04,25/26,Rovers Academy,Cork City,free transfer,-,free
brooklyn-lyons-foster,2026-07-22,26/27,HJK Helsinki,Derry City,?,€200k,
brooklyn-lyons-foster,2024-02-14,23/24,Tottenham U21,HJK Helsinki,?,-,
brooklyn-lyons-foster,2019-07-01,19/20,Spurs U18,Tottenham U23,-,-,
brooklyn-lyons-foster,2017-07-01,17/18,Tottenham Yth.,Spurs U18,-,-,
brooks-lennon,2026-07-01,26/27,Without Club,Columbus,-,€1.80m,
brooks-lennon,2026-01-01,25/26,Atlanta,Without Club,-,€2.00m,
brooks-lennon,2019-12-02,19/20,Salt Lake,Atlanta,€271k,€750k,fee
brooks-lennon,2018-01-01,17/18,Liverpool U23,Salt Lake,free transfer,€400k,free
brooks-lennon,2017-12-31,17/18,Salt Lake,Liverpool U23,End of loan,€400k,loan end
brooks-lennon,2017-02-06,16/17,Liverpool U23,Salt Lake,loan transfer,-,loan
brooks-lennon,2016-07-01,16/17,Liverpool U18,Liverpool U23,-,-,
brooks-lennon,2015-07-03,15/16,RSL Academy,Liverpool U18,free transfer,-,free
callum-doherty,2026-07-20,26/27,Derry City,Strabane AFC,?,-,
callum-doherty,2026-05-31,25/26,Institute,Derry City,End of loan,-,loan end
callum-doherty,2025-07-16,25/26,Derry City,Institute,loan transfer,-,loan
callum-doherty,2024-08-16,24/25,Derry Academy,Derry City,-,-,
callum-downey,2025-08-29,25/26,Derry Academy,Derry City,-,-,
callum-honohan,2026-01-16,25/26,Shamrock Rovers,Cobh Ramblers,loan transfer,-,loan
callum-honohan,2025-07-16,25/26,Cork City,Shamrock Rovers,free transfer,-,free
callum-honohan,2024-03-22,23/24,Cork Academy,Cork City,-,-,
callum-lynch,2025-07-18,25/26,Sligo Academy,Sligo Rovers,-,-,
callum-marshall,2026-07-30,26/27,West Ham,Luton,€1.75m,€2.00m,fee
callum-marshall,2026-06-30,25/26,VfL Bochum,West Ham,End of loan,€2.00m,loan end
callum-marshall,2026-01-07,25/26,West Ham,VfL Bochum,loan transfer,€2.00m,loan
callum-marshall,2025-07-01,25/26,West Ham U21,West Ham,-,€1.80m,
callum-marshall,2025-05-31,24/25,Huddersfield,West Ham U21,End of loan,€1.80m,loan end
callum-marshall,2024-08-09,24/25,West Ham U21,Huddersfield,loan transfer,€2.00m,loan
callum-marshall,2024-05-31,23/24,West Brom,West Ham U21,End of loan,€2.00m,loan end
callum-marshall,2024-01-26,23/24,West Ham U21,West Brom,loan transfer,€1.00m,loan
callum-marshall,2023-07-01,23/24,West Ham U18,West Ham U21,-,-,
callum-marshall,2022-01-04,21/22,Linfield U18,West Ham U18,?,-,
callum-odowda,2025-07-04,25/26,Cardiff,Ferencváros,?,€1.20m,
callum-odowda,2022-07-01,22/23,Bristol City,Cardiff,free transfer,€1.50m,free
callum-odowda,2016-07-14,16/17,Oxford United,Bristol City,€1.20m,-,fee
callum-odowda,2013-07-01,13/14,Oxford Utd U18,Oxford United,-,-,
callum-robinson,2022-09-01,22/23,West Brom,Cardiff,?,€6.00m,
callum-robinson,2020-09-09,20/21,Sheff Utd,West Brom,?,€5.50m,
callum-robinson,2020-07-31,19/20,West Brom,Sheff Utd,End of loan,€5.50m,loan end
callum-robinson,2020-01-29,19/20,Sheff Utd,West Brom,loan transfer,€7.00m,loan
callum-robinson,2019-07-12,19/20,Preston,Sheff Utd,€7.80m,€4.50m,fee
callum-robinson,2016-07-04,16/17,Aston Villa,Preston,free transfer,€500k,free
callum-robinson,2016-06-30,15/16,Preston,Aston Villa,End of loan,€500k,loan end
callum-robinson,2016-01-05,15/16,Aston Villa,Preston,loan transfer,€500k,loan
callum-robinson,2016-01-03,15/16,Bristol City,Aston Villa,End of loan,€500k,loan end
callum-robinson,2015-08-07,15/16,Aston Villa,Bristol City,loan transfer,€500k,loan
callum-robinson,2015-05-11,14/15,Preston,Aston Villa,End of loan,€250k,loan end
callum-robinson,2015-02-02,14/15,Aston Villa,Preston,loan transfer,€250k,loan
callum-robinson,2014-11-25,14/15,Preston,Aston Villa,End of loan,€250k,loan end
callum-robinson,2014-09-16,14/15,Aston Villa,Preston,loan transfer,€250k,loan
callum-robinson,2014-07-01,14/15,Aston Villa U21,Aston Villa,-,€250k,
callum-robinson,2013-07-01,13/14,Aston Villa U18,Aston Villa U21,-,-,
calum-costello,2026-08-25,26/27,Fleetwood U21,Rylands,loan transfer,-,loan
calum-costello,2026-07-10,26/27,Waterford FC,Fleetwood U21,free transfer,-,free
calum-costello,2026-06-30,25/26,Fleetwood U21,Waterford FC,End of loan,-,loan end
calum-costello,2025-07-02,25/26,Waterford FC,Fleetwood U21,loan transfer,-,loan
calum-costello,2025-06-30,24/25,Bray Wanderers,Waterford FC,End of loan,-,loan end
calum-costello,2025-01-21,24/25,Waterford FC,Bray Wanderers,loan transfer,-,loan
calum-costello,2024-06-28,23/24,WFC Academy,Waterford FC,-,-,
calum-donnelly,2026-05-22,25/26,Drogs Academy,Drogheda United,-,-,
calum-donnelly,2025-07-01,25/26,Kildare Academy,Drogs Academy,free transfer,-,free
calum-kavanagh,2026-02-01,25/26,Bradford,Oldham Athletic,?,€275k,
calum-kavanagh,2024-02-01,23/24,Boro U21,Bradford,?,€100k,
calum-kavanagh,2023-05-31,22/23,Newport County,Boro U21,End of loan,€100k,loan end
calum-kavanagh,2023-01-31,22/23,Boro U21,Newport County,loan transfer,-,loan
calum-kavanagh,2022-05-31,21/22,Harrogate Town,Boro U23,End of loan,-,loan end
calum-kavanagh,2022-01-28,21/22,Boro U23,Harrogate Town,loan transfer,-,loan
calum-kavanagh,2021-07-01,21/22,Boro U18,Boro U23,-,-,
calum-kavanagh,2019-07-01,19/20,Boro Yth.,Boro U18,-,-,
calum-ward,2026-07-09,26/27,Motherwell FC,QPR,€760k,€800k,fee
calum-ward,2025-02-03,24/25,AC Oulu,Motherwell FC,free transfer,€200k,free
calum-ward,2022-01-01,21/22,Helsinki IFK,AC Oulu,free transfer,€100k,free
calum-ward,2021-04-20,20/21,Bournemouth U23,Helsinki IFK,?,€25k,
calum-ward,2021-04-19,20/21,Helsinki IFK,Bournemouth U23,End of loan,€25k,loan end
calum-ward,2021-01-29,20/21,Bournemouth U23,Helsinki IFK,loan transfer,-,loan
calum-ward,2020-05-31,19/20,Weymouth FC,Bournemouth U23,End of loan,-,loan end
calum-ward,2019-07-25,19/20,Bournemouth U23,Weymouth FC,loan transfer,-,loan
calum-ward,2019-07-01,19/20,Bournemouth U18,Bournemouth U23,-,-,
cameron-reid,2025-03-01,24/25,Turriff Utd U20,Turriff United,-,-,
cameron-reid,2025-01-01,24/25,Rothie Rovers,Turriff United,End of loan,-,loan end
cameron-reid,2024-08-07,24/25,Turriff Utd U20,Rothie Rovers,loan transfer,-,loan
cameron-reid,2024-07-01,23/24,Deveronvale U18,Turriff Utd U20,free transfer,-,free
caoimhin-kelleher,2025-07-01,25/26,Liverpool,Brentford,€14.80m,€20.00m,fee
caoimhin-kelleher,2019-07-01,19/20,Liverpool U23,Liverpool,-,-,
caoimhin-kelleher,2017-07-01,17/18,Liverpool U18,Liverpool U23,-,-,
caoimhin-kelleher,2015-07-01,15/16,Ringmahon,Liverpool U18,?,-,
carl-mchugh,2026-01-01,25/26,Without Club,Sligo Rovers,-,€350k,
carl-mchugh,2025-06-01,25/26,FC Goa,Without Club,-,€400k,
carl-mchugh,2023-08-21,23/24,Mohun Bagan SG,FC Goa,free transfer,€400k,free
carl-mchugh,2020-08-20,20/21,ATK,ATK Mohun Bagan,free transfer,€325k,free
carl-mchugh,2019-06-09,19/20,Motherwell FC,ATK,free transfer,€400k,free
carl-mchugh,2016-07-05,16/17,Plymouth,Motherwell FC,free transfer,€50k,free
carl-mchugh,2014-07-01,14/15,Bradford,Plymouth,free transfer,€50k,free
carl-mchugh,2012-08-18,12/13,Reading U21,Bradford,free transfer,-,free
carl-mchugh,2011-11-30,11/12,Dundalk FC,Reading U21,End of loan,-,loan end
carl-mchugh,2011-07-11,11/12,Reading U21,Dundalk FC,loan transfer,-,loan
carl-mchugh,2011-07-01,11/12,Reading U18,Reading U21,-,-,
cathal-heffernan,2026-08-27,26/27,Harrogate Town,Cambridge Utd.,?,€125k,
